month,country,work_related,topic,share_of_messages
2025-08-01,EG,1,Practical Guidance,0.263
2025-08-01,EG,1,Seeking information,0.116
2025-08-01,EG,1,Self-expression,0.023
2025-08-01,EG,1,Technical help,0.129
2025-08-01,EG,1,Writing,0.327
2025-08-01,ES,0,Multimedia,0.064
2025-08-01,ES,0,Other/Unknown,0.052
2025-08-01,ES,0,Practical Guidance,0.298
2025-08-01,ES,0,Seeking information,0.279
2025-08-01,ES,0,Self-expression,0.122
2025-08-01,ES,0,Technical help,0.021
2025-08-01,ES,0,Writing,0.163
2025-08-01,ES,1,Multimedia,0.082
2025-08-01,ES,1,Other/Unknown,0.034
2025-08-01,ES,1,Practical Guidance,0.232
2025-08-01,ES,1,Seeking information,0.141
2025-08-01,ES,1,Self-expression,0.017
2025-08-01,ES,1,Technical help,0.146
2025-08-01,ES,1,Writing,0.349
2025-08-01,ET,0,Multimedia,0.065
2025-08-01,ET,0,Other/Unknown,0.028
2025-08-01,ET,0,Practical Guidance,0.348
2025-08-01,ET,0,Seeking information,0.244
2025-08-01,ET,0,Self-expression,0.092
2025-08-01,ET,0,Technical help,0.033
2025-08-01,ET,0,Writing,0.190
2025-08-01,ET,1,Multimedia,0.063
2025-08-01,ET,1,Other/Unknown,0.017
2025-08-01,ET,1,Practical Guidance,0.355
2025-08-01,ET,1,Seeking information,0.134
2025-08-01,ET,1,Self-expression,0.052
2025-08-01,ET,1,Technical help,0.156
2025-08-01,ET,1,Writing,0.223
2025-08-01,FI,0,Multimedia,0.041
2025-08-01,FI,0,Other/Unknown,0.056
2025-08-01,FI,0,Practical Guidance,0.324
2025-08-01,FI,0,Seeking information,0.227
2025-08-01,FI,0,Self-expression,0.136
2025-08-01,FI,0,Technical help,0.025
2025-08-01,FI,0,Writing,0.190
2025-08-01,FI,1,Multimedia,0.087
2025-08-01,FI,1,Other/Unknown,0.000
2025-08-01,FI,1,Practical Guidance,0.284
2025-08-01,FI,1,Seeking information,0.140
2025-08-01,FI,1,Self-expression,0.014
2025-08-01,FI,1,Technical help,0.139
2025-08-01,FI,1,Writing,0.335
2025-08-01,FR,0,Multimedia,0.057
2025-08-01,FR,0,Other/Unknown,0.048
2025-08-01,FR,0,Practical Guidance,0.291
2025-08-01,FR,0,Seeking information,0.271
2025-08-01,FR,0,Self-expression,0.116
2025-08-01,FR,0,Technical help,0.023
2025-08-01,FR,0,Writing,0.193
2025-08-01,FR,1,Multimedia,0.087
2025-08-01,FR,1,Other/Unknown,0.032
2025-08-01,FR,1,Practical Guidance,0.220
2025-08-01,FR,1,Seeking information,0.133
2025-08-01,FR,1,Self-expression,0.025
2025-08-01,FR,1,Technical help,0.114
2025-08-01,FR,1,Writing,0.389
2025-08-01,GB,0,Multimedia,0.057
2025-08-01,GB,0,Other/Unknown,0.052
2025-08-01,GB,0,Practical Guidance,0.289
2025-08-01,GB,0,Seeking information,0.261
2025-08-01,GB,0,Self-expression,0.118
2025-08-01,GB,0,Technical help,0.033
2025-08-01,GB,0,Writing,0.189
2025-08-01,GB,1,Multimedia,0.066
2025-08-01,GB,1,Other/Unknown,0.039
2025-08-01,GB,1,Practical Guidance,0.229
2025-08-01,GB,1,Seeking information,0.109
2025-08-01,GB,1,Self-expression,0.019
2025-08-01,GB,1,Technical help,0.109
2025-08-01,GB,1,Writing,0.430
2025-08-01,GE,0,Multimedia,0.071
2025-08-01,GE,0,Other/Unknown,0.064
2025-08-01,GE,0,Practical Guidance,0.326
2025-08-01,GE,0,Seeking information,0.218
2025-08-01,GE,0,Self-expression,0.138
2025-08-01,GE,0,Technical help,0.023
2025-08-01,GE,0,Writing,0.159
2025-08-01,GH,0,Multimedia,0.017
2025-08-01,GH,0,Other/Unknown,0.041
2025-08-01,GH,0,Practical Guidance,0.360
2025-08-01,GH,0,Seeking information,0.186
2025-08-01,GH,0,Self-expression,0.080
2025-08-01,GH,0,Technical help,0.006
2025-08-01,GH,0,Writing,0.309
2025-08-01,GH,1,Multimedia,0.076
2025-08-01,GH,1,Other/Unknown,0.069
2025-08-01,GH,1,Practical Guidance,0.333
2025-08-01,GH,1,Seeking information,0.102
2025-08-01,GH,1,Self-expression,0.001
2025-08-01,GH,1,Technical help,0.083
2025-08-01,GH,1,Writing,0.336
2025-08-01,GR,0,Multimedia,0.039
2025-08-01,GR,0,Other/Unknown,0.059
2025-08-01,GR,0,Practical Guidance,0.296
2025-08-01,GR,0,Seeking information,0.274
2025-08-01,GR,0,Self-expression,0.145
2025-08-01,GR,0,Technical help,0.018
2025-08-01,GR,0,Writing,0.171
2025-08-01,GR,1,Multimedia,0.081
2025-08-01,GR,1,Other/Unknown,0.035
2025-08-01,GR,1,Practical Guidance,0.233
2025-08-01,GR,1,Seeking information,0.154
2025-08-01,GR,1,Self-expression,0.025
2025-08-01,GR,1,Technical help,0.095
2025-08-01,GR,1,Writing,0.375
2025-08-01,GT,0,Multimedia,0.072
2025-08-01,GT,0,Other/Unknown,0.058
2025-08-01,GT,0,Practical Guidance,0.328
2025-08-01,GT,0,Seeking information,0.172
2025-08-01,GT,0,Self-expression,0.131
2025-08-01,GT,0,Technical help,0.032
2025-08-01,GT,0,Writing,0.207
2025-08-01,GT,1,Multimedia,0.074
2025-08-01,GT,1,Other/Unknown,0.040
2025-08-01,GT,1,Practical Guidance,0.251
2025-08-01,GT,1,Seeking information,0.111
2025-08-01,GT,1,Self-expression,0.046
2025-08-01,GT,1,Technical help,0.072
2025-08-01,GT,1,Writing,0.405
2025-08-01,HN,0,Multimedia,0.072
2025-08-01,HN,0,Other/Unknown,0.069
2025-08-01,HN,0,Practical Guidance,0.285
2025-08-01,HN,0,Seeking information,0.202
2025-08-01,HN,0,Self-expression,0.125
2025-08-01,HN,0,Technical help,0.051
2025-08-01,HN,0,Writing,0.196
2025-08-01,HN,1,Multimedia,0.094
2025-08-01,HN,1,Other/Unknown,0.067
2025-08-01,HN,1,Practical Guidance,0.303
2025-08-01,HN,1,Seeking information,0.065
2025-08-01,HN,1,Self-expression,0.076
2025-08-01,HN,1,Technical help,0.064
2025-08-01,HN,1,Writing,0.330
2025-08-01,HR,0,Multimedia,0.047
2025-08-01,HR,0,Other/Unknown,0.069
2025-08-01,HR,0,Practical Guidance,0.330
2025-08-01,HR,0,Seeking information,0.275
2025-08-01,HR,0,Self-expression,0.120
2025-08-01,HR,0,Technical help,0.025
2025-08-01,HR,0,Writing,0.134
2025-08-01,HR,1,Multimedia,0.062
2025-08-01,HR,1,Other/Unknown,0.025
2025-08-01,HR,1,Practical Guidance,0.232
2025-08-01,HR,1,Seeking information,0.101
2025-08-01,HR,1,Self-expression,0.020
2025-08-01,HR,1,Technical help,0.183
2025-08-01,HR,1,Writing,0.377
2025-08-01,HU,0,Multimedia,0.060
2025-08-01,HU,0,Other/Unknown,0.062
2025-08-01,HU,0,Practical Guidance,0.310
2025-08-01,HU,0,Seeking information,0.258
2025-08-01,HU,0,Self-expression,0.140
2025-08-01,HU,0,Technical help,0.018
2025-08-01,HU,0,Writing,0.152
2025-08-01,HU,1,Multimedia,0.089
2025-08-01,HU,1,Other/Unknown,0.010
2025-08-01,HU,1,Practical Guidance,0.251
2025-08-01,HU,1,Seeking information,0.135
2025-08-01,HU,1,Self-expression,0.004
2025-08-01,HU,1,Technical help,0.132
2025-08-01,HU,1,Writing,0.378
2025-08-01,ID,0,Multimedia,0.059
2025-08-01,ID,0,Other/Unknown,0.054
2025-08-01,ID,0,Practical Guidance,0.287
2025-08-01,ID,0,Seeking information,0.178
2025-08-01,ID,0,Self-expression,0.113
2025-08-01,ID,0,Technical help,0.032
2025-08-01,ID,0,Writing,0.276
2025-08-01,ID,1,Multimedia,0.087
2025-08-01,ID,1,Other/Unknown,0.023
2025-08-01,ID,1,Practical Guidance,0.271
2025-08-01,ID,1,Seeking information,0.102
2025-08-01,ID,1,Self-expression,0.017
2025-08-01,ID,1,Technical help,0.096
2025-08-01,ID,1,Writing,0.403
2025-08-01,IE,0,Multimedia,0.032
2025-08-01,IE,0,Other/Unknown,0.048
2025-08-01,IE,0,Practical Guidance,0.306
2025-08-01,IE,0,Seeking information,0.317
2025-08-01,IE,0,Self-expression,0.103
2025-08-01,IE,0,Technical help,0.028
2025-08-01,IE,0,Writing,0.165
2025-08-01,IE,1,Multimedia,0.077
2025-08-01,IE,1,Other/Unknown,0.007
2025-08-01,IE,1,Practical Guidance,0.235
2025-08-01,IE,1,Seeking information,0.109
2025-08-01,IE,1,Self-expression,0.043
2025-08-01,IE,1,Technical help,0.157
2025-08-01,IE,1,Writing,0.372
2025-08-01,IL,0,Multimedia,0.048
2025-08-01,IL,0,Other/Unknown,0.054
2025-08-01,IL,0,Practical Guidance,0.317
2025-08-01,IL,0,Seeking information,0.290
2025-08-01,IL,0,Self-expression,0.107
2025-08-01,IL,0,Technical help,0.033
2025-08-01,IL,0,Writing,0.151
2025-08-01,IL,1,Multimedia,0.083
2025-08-01,IL,1,Other/Unknown,0.029
2025-08-01,IL,1,Practical Guidance,0.227
2025-08-01,IL,1,Seeking information,0.122
2025-08-01,IL,1,Self-expression,0.012
2025-08-01,IL,1,Technical help,0.148
2025-08-01,IL,1,Writing,0.379
2025-08-01,IN,0,Multimedia,0.067
2025-08-01,IN,0,Other/Unknown,0.072
2025-08-01,IN,0,Practical Guidance,0.332
2025-08-01,IN,0,Seeking information,0.193
2025-08-01,IN,0,Self-expression,0.107
2025-08-01,IN,0,Technical help,0.040
2025-08-01,IN,0,Writing,0.188
2025-08-01,IN,1,Multimedia,0.077
2025-08-01,IN,1,Other/Unknown,0.042
2025-08-01,IN,1,Practical Guidance,0.262
2025-08-01,IN,1,Seeking information,0.112
2025-08-01,IN,1,Self-expression,0.010
2025-08-01,IN,1,Technical help,0.185
2025-08-01,IN,1,Writing,0.312
2025-08-01,IQ,0,Multimedia,0.068
2025-08-01,IQ,0,Other/Unknown,0.078
2025-08-01,IQ,0,Practical Guidance,0.312
2025-08-01,IQ,0,Seeking information,0.194
2025-08-01,IQ,0,Self-expression,0.173
2025-08-01,IQ,0,Technical help,0.022
2025-08-01,IQ,0,Writing,0.153
2025-08-01,IQ,1,Multimedia,0.154
2025-08-01,IQ,1,Other/Unknown,0.037
2025-08-01,IQ,1,Practical Guidance,0.290
2025-08-01,IQ,1,Seeking information,0.125
2025-08-01,IQ,1,Self-expression,0.032
2025-08-01,IQ,1,Technical help,0.123
2025-08-01,IQ,1,Writing,0.239
2025-08-01,IT,0,Multimedia,0.051
2025-08-01,IT,0,Other/Unknown,0.051
2025-08-01,IT,0,Practical Guidance,0.310
2025-08-01,IT,0,Seeking information,0.249
2025-08-01,IT,0,Self-expression,0.125
2025-08-01,IT,0,Technical help,0.030
2025-08-01,IT,0,Writing,0.185
2025-08-01,IT,1,Multimedia,0.094
2025-08-01,IT,1,Other/Unknown,0.040
2025-08-01,IT,1,Practical Guidance,0.208
2025-08-01,IT,1,Seeking information,0.123
2025-08-01,IT,1,Self-expression,0.024
2025-08-01,IT,1,Technical help,0.142
2025-08-01,IT,1,Writing,0.369
2025-08-01,JO,0,Multimedia,0.040
2025-08-01,JO,0,Other/Unknown,0.064
2025-08-01,JO,0,Practical Guidance,0.357
2025-08-01,JO,0,Seeking information,0.189
2025-08-01,JO,0,Self-expression,0.165
2025-08-01,JO,0,Technical help,0.016
2025-08-01,JO,0,Writing,0.169
2025-08-01,JO,1,Multimedia,0.101
2025-08-01,JO,1,Other/Unknown,0.072
2025-08-01,JO,1,Practical Guidance,0.258
2025-08-01,JO,1,Seeking information,0.058
2025-08-01,JO,1,Self-expression,0.038
2025-08-01,JO,1,Technical help,0.087
2025-08-01,JO,1,Writing,0.386
2025-08-01,JP,0,Multimedia,0.041
2025-08-01,JP,0,Other/Unknown,0.046
2025-08-01,JP,0,Practical Guidance,0.273
2025-08-01,JP,0,Seeking information,0.198
2025-08-01,JP,0,Self-expression,0.224
2025-08-01,JP,0,Technical help,0.020
2025-08-01,JP,0,Writing,0.199
2025-08-01,JP,1,Multimedia,0.053
2025-08-01,JP,1,Other/Unknown,0.039
2025-08-01,JP,1,Practical Guidance,0.249
2025-08-01,JP,1,Seeking information,0.126
2025-08-01,JP,1,Self-expression,0.054
2025-08-01,JP,1,Technical help,0.118
2025-08-01,JP,1,Writing,0.360
2025-08-01,KE,0,Multimedia,0.027
2025-08-01,KE,0,Other/Unknown,0.071
2025-08-01,KE,0,Practical Guidance,0.309
2025-08-01,KE,0,Seeking information,0.199
2025-08-01,KE,0,Self-expression,0.111
2025-08-01,KE,0,Technical help,0.039
2025-08-01,KE,0,Writing,0.244
2025-08-01,KE,1,Multimedia,0.065
2025-08-01,KE,1,Other/Unknown,0.041
2025-08-01,KE,1,Practical Guidance,0.269
2025-08-01,KE,1,Seeking information,0.117
2025-08-01,KE,1,Self-expression,0.000
2025-08-01,KE,1,Technical help,0.098
2025-08-01,KE,1,Writing,0.410
2025-08-01,KG,0,Multimedia,0.042
2025-08-01,KG,0,Other/Unknown,0.074
2025-08-01,KG,0,Practical Guidance,0.298
2025-08-01,KG,0,Seeking information,0.223
2025-08-01,KG,0,Self-expression,0.122
2025-08-01,KG,0,Technical help,0.046
2025-08-01,KG,0,Writing,0.196
2025-08-01,KH,0,Multimedia,0.018
2025-08-01,KH,0,Other/Unknown,0.085
2025-08-01,KH,0,Practical Guidance,0.194
2025-08-01,KH,0,Seeking information,0.130
2025-08-01,KH,0,Self-expression,0.089
2025-08-01,KH,0,Technical help,0.032
2025-08-01,KH,0,Writing,0.452
2025-08-01,KH,1,Multimedia,0.093
2025-08-01,KH,1,Other/Unknown,0.000
2025-08-01,KH,1,Practical Guidance,0.140
2025-08-01,KH,1,Seeking information,0.072
2025-08-01,KH,1,Self-expression,0.068
2025-08-01,KH,1,Technical help,0.131
2025-08-01,KH,1,Writing,0.496
2025-08-01,KR,0,Multimedia,0.043
2025-08-01,KR,0,Other/Unknown,0.065
2025-08-01,KR,0,Practical Guidance,0.297
2025-08-01,KR,0,Seeking information,0.231
2025-08-01,KR,0,Self-expression,0.140
2025-08-01,KR,0,Technical help,0.030
2025-08-01,KR,0,Writing,0.195
2025-08-01,KR,1,Multimedia,0.058
2025-08-01,KR,1,Other/Unknown,0.035
2025-08-01,KR,1,Practical Guidance,0.240
2025-08-01,KR,1,Seeking information,0.130
2025-08-01,KR,1,Self-expression,0.029
2025-08-01,KR,1,Technical help,0.122
2025-08-01,KR,1,Writing,0.387
2025-08-01,KW,0,Multimedia,0.050
2025-08-01,KW,0,Other/Unknown,0.080
2025-08-01,KW,0,Practical Guidance,0.318
2025-08-01,KW,0,Seeking information,0.227
2025-08-01,KW,0,Self-expression,0.133
2025-08-01,KW,0,Technical help,0.016
2025-08-01,KW,0,Writing,0.176
2025-08-01,KZ,0,Multimedia,0.042
2025-08-01,KZ,0,Other/Unknown,0.064
2025-08-01,KZ,0,Practical Guidance,0.317
2025-08-01,KZ,0,Seeking information,0.192
2025-08-01,KZ,0,Self-expression,0.164
2025-08-01,KZ,0,Technical help,0.023
2025-08-01,KZ,0,Writing,0.198
2025-08-01,KZ,1,Multimedia,0.092
2025-08-01,KZ,1,Other/Unknown,0.048
2025-08-01,KZ,1,Practical Guidance,0.220
2025-08-01,KZ,1,Seeking information,0.157
2025-08-01,KZ,1,Self-expression,0.022
2025-08-01,KZ,1,Technical help,0.116
2025-08-01,KZ,1,Writing,0.345
2025-08-01,LB,0,Multimedia,0.048
2025-08-01,LB,0,Other/Unknown,0.070
2025-08-01,LB,0,Practical Guidance,0.306
2025-08-01,LB,0,Seeking information,0.220
2025-08-01,LB,0,Self-expression,0.169
2025-08-01,LB,0,Technical help,0.011
2025-08-01,LB,0,Writing,0.176
2025-08-01,LK,0,Multimedia,0.051
2025-08-01,LK,0,Other/Unknown,0.093
2025-08-01,LK,0,Practical Guidance,0.339
2025-08-01,LK,0,Seeking information,0.151
2025-08-01,LK,0,Self-expression,0.107
2025-08-01,LK,0,Technical help,0.032
2025-08-01,LK,0,Writing,0.227
2025-08-01,LK,1,Multimedia,0.086
2025-08-01,LK,1,Other/Unknown,0.049
2025-08-01,LK,1,Practical Guidance,0.166
2025-08-01,LK,1,Seeking information,0.083
2025-08-01,LK,1,Self-expression,0.016
2025-08-01,LK,1,Technical help,0.197
2025-08-01,LK,1,Writing,0.403
2025-08-01,LT,0,Multimedia,0.044
2025-08-01,LT,0,Other/Unknown,0.089
2025-08-01,LT,0,Practical Guidance,0.280
2025-08-01,LT,0,Seeking information,0.336
2025-08-01,LT,0,Self-expression,0.087
2025-08-01,LT,0,Technical help,0.023
2025-08-01,LT,0,Writing,0.140
2025-08-01,LT,1,Multimedia,0.023
2025-08-01,LT,1,Other/Unknown,0.001
2025-08-01,LT,1,Practical Guidance,0.274
2025-08-01,LT,1,Seeking information,0.192
2025-08-01,LT,1,Self-expression,0.044
2025-08-01,LT,1,Technical help,0.173
2025-08-01,LT,1,Writing,0.293
2025-08-01,LV,0,Multimedia,0.047
2025-08-01,LV,0,Other/Unknown,0.060
2025-08-01,LV,0,Practical Guidance,0.342
2025-08-01,LV,0,Seeking information,0.230
2025-08-01,LV,0,Self-expression,0.069
2025-08-01,LV,0,Technical help,0.069
2025-08-01,LV,0,Writing,0.184
2025-08-01,LY,0,Multimedia,0.060
2025-08-01,LY,0,Other/Unknown,0.052
2025-08-01,LY,0,Practical Guidance,0.374
2025-08-01,LY,0,Seeking information,0.212
2025-08-01,LY,0,Self-expression,0.166
2025-08-01,LY,0,Technical help,0.010
2025-08-01,LY,0,Writing,0.126
2025-08-01,MA,0,Multimedia,0.044
2025-08-01,MA,0,Other/Unknown,0.070
2025-08-01,MA,0,Practical Guidance,0.308
2025-08-01,MA,0,Seeking information,0.223
2025-08-01,MA,0,Self-expression,0.130
2025-08-01,MA,0,Technical help,0.019
2025-08-01,MA,0,Writing,0.206
2025-08-01,MA,1,Multimedia,0.069
2025-08-01,MA,1,Other/Unknown,0.045
2025-08-01,MA,1,Practical Guidance,0.264
2025-08-01,MA,1,Seeking information,0.129
2025-08-01,MA,1,Self-expression,0.017
2025-08-01,MA,1,Technical help,0.143
2025-08-01,MA,1,Writing,0.333
2025-08-01,MD,0,Multimedia,0.061
2025-08-01,MD,0,Other/Unknown,0.071
2025-08-01,MD,0,Practical Guidance,0.291
2025-08-01,MD,0,Seeking information,0.247
2025-08-01,MD,0,Self-expression,0.143
2025-08-01,MD,0,Technical help,0.032
2025-08-01,MD,0,Writing,0.154
2025-08-01,ME,0,Multimedia,0.055
2025-08-01,ME,0,Other/Unknown,0.036
2025-08-01,ME,0,Practical Guidance,0.320
2025-08-01,ME,0,Seeking information,0.274
2025-08-01,ME,0,Self-expression,0.160
2025-08-01,ME,0,Technical help,0.000
2025-08-01,ME,0,Writing,0.156
2025-08-01,MG,0,Multimedia,0.055
2025-08-01,MG,0,Other/Unknown,0.129
2025-08-01,MG,0,Practical Guidance,0.318
2025-08-01,MG,0,Seeking information,0.141
2025-08-01,MG,0,Self-expression,0.086
2025-08-01,MG,0,Technical help,0.053
2025-08-01,MG,0,Writing,0.217
2025-08-01,MK,0,Multimedia,0.119
2025-08-01,MK,0,Other/Unknown,0.091
2025-08-01,MK,0,Practical Guidance,0.283
2025-08-01,MK,0,Seeking information,0.153
2025-08-01,MK,0,Self-expression,0.214
2025-08-01,MK,0,Technical help,0.033
2025-08-01,MK,0,Writing,0.108
2025-08-01,MM,0,Multimedia,0.088
2025-08-01,MM,0,Other/Unknown,0.079
2025-08-01,MM,0,Practical Guidance,0.371
2025-08-01,MM,0,Seeking information,0.149
2025-08-01,MM,0,Self-expression,0.093
2025-08-01,MM,0,Technical help,0.017
2025-08-01,MM,0,Writing,0.203
2025-08-01,MN,0,Multimedia,0.039
2025-08-01,MN,0,Other/Unknown,0.125
2025-08-01,MN,0,Practical Guidance,0.339
2025-08-01,MN,0,Seeking information,0.240
2025-08-01,MN,0,Self-expression,0.115
2025-08-01,MN,0,Technical help,0.026
2025-08-01,MN,0,Writing,0.116
2025-08-01,MX,0,Multimedia,0.058
2025-08-01,MX,0,Other/Unknown,0.053
2025-08-01,MX,0,Practical Guidance,0.313
2025-08-01,MX,0,Seeking information,0.190
2025-08-01,MX,0,Self-expression,0.157
2025-08-01,MX,0,Technical help,0.029
2025-08-01,MX,0,Writing,0.201
2025-08-01,MX,1,Multimedia,0.117
2025-08-01,MX,1,Other/Unknown,0.039
2025-08-01,MX,1,Practical Guidance,0.248
2025-08-01,MX,1,Seeking information,0.122
2025-08-01,MX,1,Self-expression,0.022
2025-08-01,MX,1,Technical help,0.085
2025-08-01,MX,1,Writing,0.367
2025-08-01,MY,0,Multimedia,0.041
2025-08-01,MY,0,Other/Unknown,0.066
2025-08-01,MY,0,Practical Guidance,0.279
2025-08-01,MY,0,Seeking information,0.190
2025-08-01,MY,0,Self-expression,0.140
2025-08-01,MY,0,Technical help,0.026
2025-08-01,MY,0,Writing,0.258
2025-08-01,MY,1,Multimedia,0.088
2025-08-01,MY,1,Other/Unknown,0.031
2025-08-01,MY,1,Practical Guidance,0.236
2025-08-01,MY,1,Seeking information,0.100
2025-08-01,MY,1,Self-expression,0.016
2025-08-01,MY,1,Technical help,0.080
2025-08-01,MY,1,Writing,0.450
2025-08-01,MZ,0,Multimedia,0.035
2025-08-01,MZ,0,Other/Unknown,0.020
2025-08-01,MZ,0,Practical Guidance,0.336
2025-08-01,MZ,0,Seeking information,0.142
2025-08-01,MZ,0,Self-expression,0.133
2025-08-01,MZ,0,Technical help,0.026
2025-08-01,MZ,0,Writing,0.308
2025-08-01,NG,0,Multimedia,0.035
2025-08-01,NG,0,Other/Unknown,0.064
2025-08-01,NG,0,Practical Guidance,0.223
2025-08-01,NG,0,Seeking information,0.171
2025-08-01,NG,0,Self-expression,0.105
2025-08-01,NG,0,Technical help,0.028
2025-08-01,NG,0,Writing,0.375
2025-08-01,NG,1,Multimedia,0.084
2025-08-01,NG,1,Other/Unknown,0.024
2025-08-01,NG,1,Practical Guidance,0.245
2025-08-01,NG,1,Seeking information,0.089
2025-08-01,NG,1,Self-expression,0.012
2025-08-01,NG,1,Technical help,0.089
2025-08-01,NG,1,Writing,0.456
2025-08-01,NI,0,Multimedia,0.054
2025-08-01,NI,0,Other/Unknown,0.114
2025-08-01,NI,0,Practical Guidance,0.260
2025-08-01,NI,0,Seeking information,0.189
2025-08-01,NI,0,Self-expression,0.148
2025-08-01,NI,0,Technical help,0.024
2025-08-01,NI,0,Writing,0.211
2025-08-01,NL,0,Multimedia,0.055
2025-08-01,NL,0,Other/Unknown,0.052
2025-08-01,NL,0,Practical Guidance,0.301
2025-08-01,NL,0,Seeking information,0.275
2025-08-01,NL,0,Self-expression,0.123
2025-08-01,NL,0,Technical help,0.023
2025-08-01,NL,0,Writing,0.171
2025-08-01,NL,1,Multimedia,0.099
2025-08-01,NL,1,Other/Unknown,0.040
2025-08-01,NL,1,Practical Guidance,0.220
2025-08-01,NL,1,Seeking information,0.096
2025-08-01,NL,1,Self-expression,0.020
2025-08-01,NL,1,Technical help,0.141
2025-08-01,NL,1,Writing,0.385
2025-08-01,NO,0,Multimedia,0.054
2025-08-01,NO,0,Other/Unknown,0.033
2025-08-01,NO,0,Practical Guidance,0.317
2025-08-01,NO,0,Seeking information,0.295
2025-08-01,NO,0,Self-expression,0.107
2025-08-01,NO,0,Technical help,0.023
2025-08-01,NO,0,Writing,0.172
2025-08-01,NO,1,Multimedia,0.074
2025-08-01,NO,1,Other/Unknown,0.058
2025-08-01,NO,1,Practical Guidance,0.254
2025-08-01,NO,1,Seeking information,0.129
2025-08-01,NO,1,Self-expression,0.030
2025-08-01,NO,1,Technical help,0.078
2025-08-01,NO,1,Writing,0.376
2025-08-01,NP,0,Multimedia,0.030
2025-08-01,NP,0,Other/Unknown,0.106
2025-08-01,NP,0,Practical Guidance,0.308
2025-08-01,NP,0,Seeking information,0.180
2025-08-01,NP,0,Self-expression,0.106
2025-08-01,NP,0,Technical help,0.031
2025-08-01,NP,0,Writing,0.238
2025-08-01,NP,1,Multimedia,0.043
2025-08-01,NP,1,Other/Unknown,0.038
2025-08-01,NP,1,Practical Guidance,0.266
2025-08-01,NP,1,Seeking information,0.180
2025-08-01,NP,1,Self-expression,0.003
2025-08-01,NP,1,Technical help,0.159
2025-08-01,NP,1,Writing,0.311
2025-08-01,NZ,0,Multimedia,0.023
2025-08-01,NZ,0,Other/Unknown,0.050
2025-08-01,NZ,0,Practical Guidance,0.348
2025-08-01,NZ,0,Seeking information,0.233
2025-08-01,NZ,0,Self-expression,0.146
2025-08-01,NZ,0,Technical help,0.028
2025-08-01,NZ,0,Writing,0.172
2025-08-01,NZ,1,Multimedia,0.050
2025-08-01,NZ,1,Other/Unknown,0.021
2025-08-01,NZ,1,Practical Guidance,0.203
2025-08-01,NZ,1,Seeking information,0.129
2025-08-01,NZ,1,Self-expression,0.037
2025-08-01,NZ,1,Technical help,0.070
2025-08-01,NZ,1,Writing,0.490
2025-08-01,OM,0,Multimedia,0.036
2025-08-01,OM,0,Other/Unknown,0.081
2025-08-01,OM,0,Practical Guidance,0.313
2025-08-01,OM,0,Seeking information,0.184
2025-08-01,OM,0,Self-expression,0.146
2025-08-01,OM,0,Technical help,0.019
2025-08-01,OM,0,Writing,0.221
2025-08-01,PA,0,Multimedia,0.025
2025-08-01,PA,0,Other/Unknown,0.049
2025-08-01,PA,0,Practical Guidance,0.334
2025-08-01,PA,0,Seeking information,0.173
2025-08-01,PA,0,Self-expression,0.156
2025-08-01,PA,0,Technical help,0.055
2025-08-01,PA,0,Writing,0.208
2025-08-01,PE,0,Multimedia,0.056
2025-08-01,PE,0,Other/Unknown,0.059
2025-08-01,PE,0,Practical Guidance,0.311
2025-08-01,PE,0,Seeking information,0.176
2025-08-01,PE,0,Self-expression,0.126
2025-08-01,PE,0,Technical help,0.039
2025-08-01,PE,0,Writing,0.233
2025-08-01,PE,1,Multimedia,0.091
2025-08-01,PE,1,Other/Unknown,0.029
2025-08-01,PE,1,Practical Guidance,0.250
2025-08-01,PE,1,Seeking information,0.115
2025-08-01,PE,1,Self-expression,0.010
2025-08-01,PE,1,Technical help,0.089
2025-08-01,PE,1,Writing,0.416
2025-08-01,PH,0,Multimedia,0.045
2025-08-01,PH,0,Other/Unknown,0.046
2025-08-01,PH,0,Practical Guidance,0.313
2025-08-01,PH,0,Seeking information,0.158
2025-08-01,PH,0,Self-expression,0.085
